month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,source,remaining_lease,remaining_lease_years,remaining_lease_months,remaining_lease_computed,failure_reason,rid
2015-06-01,JURONG WEST,5 ROOM,989D,JURONG WEST ST 93,07 TO 09,112.0,Premium Apartment,2008,478888.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,id_duplicate,S9894606J
2015-06-01,JURONG WEST,5 ROOM,653C,JURONG WEST ST 61,07 TO 09,110.0,Improved,2002,475000.0,Jan2015-Dec2016 (Registration),86.0,74,6,74 years 06 months,id_duplicate,S6534606J
2015-06-01,JURONG WEST,5 ROOM,989A,JURONG WEST ST 93,07 TO 09,114.0,Premium Apartment,2008,473000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,id_duplicate,S9894606J
2015-06-01,JURONG WEST,5 ROOM,659B,JURONG WEST ST 65,13 TO 15,110.0,Improved,2001,471000.0,Jan2015-Dec2016 (Registration),85.0,73,6,73 years 06 months,id_duplicate,S6594606J
2015-06-01,JURONG WEST,5 ROOM,987D,JURONG WEST ST 93,04 TO 06,110.0,Premium Apartment,2006,470000.0,Jan2015-Dec2016 (Registration),89.0,78,6,78 years 06 months,id_duplicate,S9874606J
2015-06-01,JURONG WEST,5 ROOM,988B,JURONG WEST ST 93,04 TO 06,110.0,Premium Apartment,2008,465000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,id_duplicate,S9884606J
2015-06-01,JURONG WEST,5 ROOM,618,JURONG WEST ST 65,01 TO 03,110.0,Improved,2000,447500.0,Jan2015-Dec2016 (Registration),84.0,72,6,72 years 06 months,id_duplicate,S6184606J
2015-06-01,KALLANG/WHAMPOA,4 ROOM,15,UPP BOON KENG RD,10 TO 12,88.0,Improved,1975,440000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,id_duplicate,S0155506K
2015-06-01,PASIR RIS,4 ROOM,752,PASIR RIS ST 71,10 TO 12,105.0,Model A,1996,420000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,id_duplicate,S7523906P
2015-06-01,PASIR RIS,EXECUTIVE,131,PASIR RIS ST 11,04 TO 06,151.0,Apartment,1994,540000.0,Jan2015-Dec2016 (Registration),78.0,66,6,66 years 06 months,id_duplicate,S1315806P
2015-06-01,PUNGGOL,4 ROOM,302B,PUNGGOL PL,04 TO 06,93.0,Premium Apartment,2011,481000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,id_duplicate,S3024206P
2015-06-01,PUNGGOL,4 ROOM,299,PUNGGOL CTRL,04 TO 06,95.0,Premium Apartment,2003,415000.0,Jan2015-Dec2016 (Registration),87.0,75,6,75 years 06 months,id_duplicate,S2994206P
2015-06-01,PUNGGOL,4 ROOM,633A,PUNGGOL DR,01 TO 03,91.0,Premium Apartment,2007,405000.0,Jan2015-Dec2016 (Registration),91.0,79,6,79 years 06 months,id_duplicate,S6334206P
2015-06-01,PUNGGOL,4 ROOM,171A,EDGEDALE PLAINS,16 TO 18,85.0,Model A,2004,390000.0,Jan2015-Dec2016 (Registration),87.0,76,6,76 years 06 months,id_duplicate,S1714206P
2015-06-01,KALLANG/WHAMPOA,4 ROOM,108C,MCNAIR RD,10 TO 12,95.0,Model A,2005,675000.0,Jan2015-Dec2016 (Registration),88.0,77,6,77 years 06 months,id_duplicate,S1085506K
2015-06-01,KALLANG/WHAMPOA,4 ROOM,3D,UPP BOON KENG RD,13 TO 15,85.0,Model A,2006,585000.0,Jan2015-Dec2016 (Registration),90.0,78,6,78 years 06 months,id_duplicate,S0035506K
2015-06-01,KALLANG/WHAMPOA,4 ROOM,108,MCNAIR RD,01 TO 03,104.0,Model A,1987,499999.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,id_duplicate,S1085506K
2015-06-01,MARINE PARADE,3 ROOM,32,MARINE CRES,10 TO 12,65.0,Improved,1975,370000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,id_duplicate,S0324306M
2015-06-01,PASIR RIS,4 ROOM,639,PASIR RIS DR 1,04 TO 06,104.0,Model A,1995,390000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,id_duplicate,S6393906P
2015-06-01,PASIR RIS,4 ROOM,635,PASIR RIS DR 1,07 TO 09,104.0,Model A,1995,390000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,id_duplicate,S6353906P
2015-06-01,PASIR RIS,4 ROOM,639,PASIR RIS DR 1,01 TO 03,104.0,Model A,1995,367000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,id_duplicate,S6393906P
2015-06-01,WOODLANDS,4 ROOM,690F,WOODLANDS DR 75,13 TO 15,90.0,Premium Apartment,2004,385000.0,Jan2015-Dec2016 (Registration),87.0,76,6,76 years 06 months,id_duplicate,S6903606W
2015-06-01,WOODLANDS,5 ROOM,586,WOODLANDS DR 16,10 TO 12,111.0,Improved,2001,408000.0,Jan2015-Dec2016 (Registration),85.0,73,6,73 years 06 months,id_duplicate,S5864206W
2015-06-01,WOODLANDS,5 ROOM,503,WOODLANDS DR 14,01 TO 03,122.0,Improved,1998,418000.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,id_duplicate,S5034206W
2015-06-01,WOODLANDS,4 ROOM,787E,WOODLANDS CRES,04 TO 06,101.0,Model A,1997,373000.0,Jan2015-Dec2016 (Registration),81.0,69,6,69 years 06 months,id_duplicate,S7873606W
2015-06-01,WOODLANDS,4 ROOM,171,WOODLANDS ST 11,01 TO 03,93.0,New Generation,1985,322000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,id_duplicate,S1713606W
2015-06-01,WOODLANDS,3 ROOM,125,MARSILING RISE,07 TO 09,60.0,Improved,1985,274000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S1252706W
2015-06-01,WOODLANDS,3 ROOM,146,WOODLANDS ST 13,01 TO 03,68.0,New Generation,1985,272000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S1462706W
2015-06-01,WOODLANDS,3 ROOM,12,MARSILING LANE,01 TO 03,65.0,Improved,1976,232000.0,Jan2015-Dec2016 (Registration),59.0,48,6,48 years 06 months,id_duplicate,S0122706W
2015-06-01,WOODLANDS,3 ROOM,125,MARSILING RISE,10 TO 12,60.0,Improved,1985,280000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S1252706W
2015-06-01,WOODLANDS,4 ROOM,786E,WOODLANDS DR 60,04 TO 06,91.0,Model A2,1997,340000.0,Jan2015-Dec2016 (Registration),81.0,69,6,69 years 06 months,id_duplicate,S7863606W
2015-06-01,WOODLANDS,4 ROOM,553,WOODLANDS DR 44,07 TO 09,101.0,Model A,2000,360000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,id_duplicate,S5533606W
2015-06-01,WOODLANDS,4 ROOM,786D,WOODLANDS DR 60,01 TO 03,100.0,Model A,1997,350000.0,Jan2015-Dec2016 (Registration),81.0,69,6,69 years 06 months,id_duplicate,S7863606W
2015-06-01,WOODLANDS,4 ROOM,746,WOODLANDS CIRCLE,07 TO 09,102.0,Model A,1998,345000.0,Jan2015-Dec2016 (Registration),81.0,70,6,70 years 06 months,id_duplicate,S7463606W
2015-06-01,WOODLANDS,EXECUTIVE,115,MARSILING RISE,01 TO 03,182.0,Apartment,1995,650000.0,Jan2015-Dec2016 (Registration),78.0,67,6,67 years 06 months,id_duplicate,S1156006W
2015-06-01,WOODLANDS,EXECUTIVE,850,WOODLANDS ST 82,04 TO 06,179.0,Apartment,1995,660000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,id_duplicate,S8506006W
2015-06-01,YISHUN,4 ROOM,363,YISHUN RING RD,01 TO 03,104.0,Model A,1988,345000.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,id_duplicate,S3633606Y
2015-06-01,YISHUN,3 ROOM,710,YISHUN AVE 5,07 TO 09,68.0,New Generation,1984,286000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,id_duplicate,S7102906Y
2015-06-01,YISHUN,3 ROOM,709,YISHUN AVE 5,07 TO 09,68.0,New Generation,1984,285000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,id_duplicate,S7092906Y
2015-06-01,YISHUN,3 ROOM,734,YISHUN AVE 5,10 TO 12,67.0,New Generation,1985,275000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S7342906Y
2015-06-01,YISHUN,3 ROOM,106,YISHUN RING RD,01 TO 03,67.0,New Generation,1978,270000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S1062906Y
2015-06-01,YISHUN,3 ROOM,736,YISHUN ST 72,04 TO 06,67.0,New Generation,1984,300000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,id_duplicate,S7362906Y
2015-06-01,YISHUN,3 ROOM,742,YISHUN AVE 5,07 TO 09,67.0,New Generation,1985,330000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,id_duplicate,S7422906Y
2015-06-01,YISHUN,3 ROOM,217,YISHUN ST 21,01 TO 03,68.0,New Generation,1985,305000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,id_duplicate,S2172906Y
2015-06-01,YISHUN,3 ROOM,709,YISHUN AVE 5,04 TO 06,68.0,New Generation,1984,302000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,id_duplicate,S7092906Y
2015-06-01,TAMPINES,3 ROOM,270,TAMPINES ST 21,04 TO 06,75.0,Model A,1985,330000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,id_duplicate,S2703206T
2015-06-01,TAMPINES,3 ROOM,225,TAMPINES ST 23,10 TO 12,73.0,Model A,1984,328000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,id_duplicate,S2253206T
2015-06-01,TAMPINES,3 ROOM,265,TAMPINES ST 21,04 TO 06,74.0,Model A,1984,325000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,id_duplicate,S2653206T
2015-06-01,TAMPINES,3 ROOM,267,TAMPINES ST 21,04 TO 06,75.0,Model A,1983,313000.0,Jan2015-Dec2016 (Registration),67.0,55,6,55 years 06 months,id_duplicate,S2673206T
2015-06-01,TAMPINES,3 ROOM,878,TAMPINES AVE 8,04 TO 06,74.0,Model A,1988,303500.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,id_duplicate,S8783206T
2015-06-01,TAMPINES,3 ROOM,204,TAMPINES ST 21,10 TO 12,60.0,Improved,1983,300000.0,Jan2015-Dec2016 (Registration),67.0,55,6,55 years 06 months,id_duplicate,S2043206T
2015-06-01,TAMPINES,4 ROOM,874,TAMPINES ST 84,10 TO 12,104.0,Model A,1989,405000.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,id_duplicate,S8744206T
2015-06-01,TAMPINES,4 ROOM,487B,TAMPINES ST 45,01 TO 03,105.0,Model A,1989,405000.0,Jan2015-Dec2016 (Registration),73.0,61,6,61 years 06 months,id_duplicate,S4874206T
2015-06-01,TAMPINES,3 ROOM,263,TAMPINES ST 21,04 TO 06,74.0,Model A,1984,341000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,id_duplicate,S2633206T
2015-06-01,SENGKANG,EXECUTIVE,103,RIVERVALE WALK,01 TO 03,144.0,Maisonette,1999,555000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,id_duplicate,S1035606S
2015-06-01,SENGKANG,EXECUTIVE,316C,ANCHORVALE LINK,10 TO 12,125.0,Premium Apartment,2003,550000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,id_duplicate,S3165606S
2015-06-01,SENGKANG,EXECUTIVE,250B,COMPASSVALE ST,10 TO 12,131.0,Apartment,2000,540000.0,Jan2015-Dec2016 (Registration),84.0,72,6,72 years 06 months,id_duplicate,S2505606S
2015-06-01,SENGKANG,5 ROOM,261A,SENGKANG EAST WAY,07 TO 09,110.0,Improved,2000,528000.0,Jan2015-Dec2016 (Registration),84.0,72,6,72 years 06 months,id_duplicate,S2614606S
2015-06-01,TAMPINES,4 ROOM,273,TAMPINES ST 22,10 TO 12,105.0,Model A,1984,408000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,id_duplicate,S2734206T
2015-06-01,TOA PAYOH,3 ROOM,206,TOA PAYOH NTH,04 TO 06,65.0,Improved,1973,305000.0,Jan2015-Dec2016 (Registration),57.0,45,6,45 years 06 months,id_duplicate,S2063206T
2015-06-01,TOA PAYOH,3 ROOM,199,TOA PAYOH NTH,04 TO 06,65.0,Improved,1982,305000.0,Jan2015-Dec2016 (Registration),65.0,54,6,54 years 06 months,id_duplicate,S1993206T
2015-06-01,TOA PAYOH,3 ROOM,114,POTONG PASIR AVE 1,04 TO 06,67.0,New Generation,1984,310000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,id_duplicate,S1143206T
2015-06-01,TOA PAYOH,3 ROOM,234,LOR 8 TOA PAYOH,10 TO 12,65.0,Improved,1976,295000.0,Jan2015-Dec2016 (Registration),60.0,48,6,48 years 06 months,id_duplicate,S2343206T
2015-06-01,TOA PAYOH,3 ROOM,232,LOR 8 TOA PAYOH,10 TO 12,65.0,Improved,1976,293000.0,Jan2015-Dec2016 (Registration),60.0,48,6,48 years 06 months,id_duplicate,S2323206T
2015-06-01,TOA PAYOH,3 ROOM,232,LOR 8 TOA PAYOH,01 TO 03,65.0,Improved,1976,266000.0,Jan2015-Dec2016 (Registration),60.0,48,6,48 years 06 months,id_duplicate,S2323206T
2015-06-01,TOA PAYOH,4 ROOM,10B,LOR 7 TOA PAYOH,07 TO 09,104.0,Model A,1998,575000.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,id_duplicate,S0105306T
2015-06-01,TOA PAYOH,3 ROOM,157,LOR 1 TOA PAYOH,04 TO 06,67.0,Improved,1971,362000.0,Jan2015-Dec2016 (Registration),55.0,43,6,43 years 06 months,id_duplicate,S1573206T
2015-06-01,TOA PAYOH,3 ROOM,125,LOR 1 TOA PAYOH,01 TO 03,67.0,Improved,1970,330000.0,Jan2015-Dec2016 (Registration),53.0,42,6,42 years 06 months,id_duplicate,S1253206T
2015-06-01,TOA PAYOH,3 ROOM,126,LOR 1 TOA PAYOH,10 TO 12,67.0,Improved,1970,320000.0,Jan2015-Dec2016 (Registration),53.0,42,6,42 years 06 months,id_duplicate,S1263206T
2015-06-01,TAMPINES,4 ROOM,241,TAMPINES ST 21,04 TO 06,104.0,Model A,1985,508000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S2414206T
2015-06-01,TAMPINES,5 ROOM,518C,TAMPINES CTRL 7,04 TO 06,113.0,Dbss,2008,640000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,id_duplicate,S5185306T
2015-06-01,TAMPINES,5 ROOM,842H,TAMPINES ST 82,07 TO 09,128.0,Improved,1995,578000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,id_duplicate,S8425306T
2015-06-01,TAMPINES,5 ROOM,842,TAMPINES ST 82,04 TO 06,122.0,Improved,1986,465000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,id_duplicate,S8425306T
2015-06-01,BUKIT BATOK,4 ROOM,417,BT BATOK WEST AVE 4,01 TO 03,103.0,Model A,1986,330000.0,Jan2015-Dec2016 (Registration),70.0,58,6,58 years 06 months,id_duplicate,S4173906B
2015-06-01,BUKIT BATOK,3 ROOM,212,BT BATOK ST 21,07 TO 09,67.0,New Generation,1985,290000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,id_duplicate,S2122806B
2015-06-01,BUKIT BATOK,3 ROOM,212,BT BATOK ST 21,04 TO 06,67.0,New Generation,1985,285000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,id_duplicate,S2122806B
2015-06-01,BUKIT BATOK,4 ROOM,395,BT BATOK WEST AVE 5,04 TO 06,92.0,Model A,2004,395000.0,Jan2015-Dec2016 (Registration),88.0,76,6,76 years 06 months,id_duplicate,S3953906B
2015-06-01,BUKIT BATOK,4 ROOM,116,BT BATOK WEST AVE 6,01 TO 03,103.0,Model A,1984,370000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,id_duplicate,S1163906B
2015-06-01,BISHAN,4 ROOM,267,BISHAN ST 24,04 TO 06,104.0,Model A,1992,530000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,id_duplicate,S2675406B
2015-06-01,BISHAN,4 ROOM,140,BISHAN ST 12,04 TO 06,103.0,Model A,1988,480000.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,id_duplicate,S1405406B
2015-06-01,BUKIT BATOK,3 ROOM,322,BT BATOK ST 33,10 TO 12,68.0,New Generation,1985,265000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,id_duplicate,S3222806B
2015-06-01,BUKIT BATOK,3 ROOM,504,BT BATOK ST 52,01 TO 03,60.0,Improved,1988,262000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,id_duplicate,S5042806B
2015-06-01,BUKIT BATOK,3 ROOM,109,BT BATOK WEST AVE 6,10 TO 12,59.0,Improved,1985,261800.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,id_duplicate,S1092806B
2015-06-01,BUKIT PANJANG,4 ROOM,509,JELAPANG RD,07 TO 09,90.0,Model A2,1998,320000.0,Jan2015-Dec2016 (Registration),81.0,70,6,70 years 06 months,id_duplicate,S5093706B
2015-06-01,BUKIT PANJANG,3 ROOM,227,PENDING RD,07 TO 09,73.0,Model A,1989,290000.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,id_duplicate,S2272906B
2015-06-01,BUKIT MERAH,3 ROOM,105,BT PURMEI RD,01 TO 03,69.0,New Generation,1983,365000.0,Jan2015-Dec2016 (Registration),66.0,55,6,55 years 06 months,id_duplicate,S1053606B
2015-06-01,BUKIT MERAH,3 ROOM,77,TELOK BLANGAH DR,04 TO 06,67.0,New Generation,1978,360000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S0773606B
2015-06-01,BUKIT MERAH,3 ROOM,78,INDUS RD,07 TO 09,65.0,Improved,1982,360000.0,Jan2015-Dec2016 (Registration),66.0,54,6,54 years 06 months,id_duplicate,S0783606B
2015-06-01,BUKIT MERAH,3 ROOM,22,TELOK BLANGAH CRES,10 TO 12,70.0,Improved,1975,350000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,id_duplicate,S0223606B
2015-06-01,BUKIT MERAH,3 ROOM,20,TELOK BLANGAH CRES,07 TO 09,65.0,Improved,1975,338000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,id_duplicate,S0203606B
2015-06-01,BUKIT MERAH,3 ROOM,1,TELOK BLANGAH CRES,04 TO 06,66.0,Improved,1983,325000.0,Jan2015-Dec2016 (Registration),66.0,55,6,55 years 06 months,id_duplicate,S0013606B
2015-06-01,BUKIT MERAH,3 ROOM,42,TELOK BLANGAH RISE,01 TO 03,59.0,Improved,1976,288000.0,Jan2015-Dec2016 (Registration),59.0,48,6,48 years 06 months,id_duplicate,S0423606B
2015-06-01,BUKIT MERAH,3 ROOM,105,HENDERSON CRES,22 TO 24,65.0,Improved,1975,388000.0,Jan2015-Dec2016 (Registration),58.0,47,6,47 years 06 months,id_duplicate,S1053606B
2015-06-01,BEDOK,EXECUTIVE,114,BEDOK RESERVOIR RD,10 TO 12,150.0,Maisonette,1985,620000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,id_duplicate,S1146606B
2015-06-01,BUKIT MERAH,4 ROOM,17A,TELOK BLANGAH CRES,25 TO 27,100.0,Model A,2002,653000.0,Jan2015-Dec2016 (Registration),85.0,74,6,74 years 06 months,id_duplicate,S0175706B
2015-06-01,BUKIT MERAH,4 ROOM,17A,TELOK BLANGAH CRES,28 TO 30,99.0,Model A,2002,640000.0,Jan2015-Dec2016 (Registration),85.0,74,6,74 years 06 months,id_duplicate,S0175706B
2015-06-01,BUKIT MERAH,4 ROOM,17,TELOK BLANGAH CRES,04 TO 06,101.0,Model A,2002,560000.0,Jan2015-Dec2016 (Registration),85.0,74,6,74 years 06 months,id_duplicate,S0175706B
2015-06-01,BUKIT MERAH,4 ROOM,56,TELOK BLANGAH HTS,01 TO 03,91.0,New Generation,1976,468000.0,Jan2015-Dec2016 (Registration),60.0,48,6,48 years 06 months,id_duplicate,S0565706B
2015-06-01,ANG MO KIO,4 ROOM,310A,ANG MO KIO AVE 1,22 TO 24,95.0,Model A,2012,640000.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,id_duplicate,S3104706A
2015-06-01,BEDOK,3 ROOM,503,BEDOK NTH ST 3,13 TO 15,59.0,Improved,1978,275000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S5033106B
2015-06-01,BEDOK,3 ROOM,501,BEDOK NTH ST 3,07 TO 09,59.0,Improved,1978,275000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S5013106B
2015-06-01,BEDOK,3 ROOM,501,BEDOK NTH ST 3,10 TO 12,59.0,Improved,1978,274000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S5013106B
2015-06-01,BEDOK,3 ROOM,502,BEDOK NTH ST 3,04 TO 06,59.0,Improved,1978,260000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S5023106B
2015-06-01,ANG MO KIO,5 ROOM,539,ANG MO KIO AVE 10,16 TO 18,118.0,Improved,1980,625000.0,Jan2015-Dec2016 (Registration),63.0,52,6,52 years 06 months,id_duplicate,S5396206A
2015-06-01,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,303000.0,Jan2015-Dec2016 (Registration),64.0,53,6,53 years 06 months,id_duplicate,S1523106A
2015-06-01,ANG MO KIO,3 ROOM,475,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,283888.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,id_duplicate,S4753106A
2015-06-01,ANG MO KIO,3 ROOM,178,ANG MO KIO AVE 4,01 TO 03,68.0,New Generation,1981,283000.0,Jan2015-Dec2016 (Registration),64.0,53,6,53 years 06 months,id_duplicate,S1783106A
2015-06-01,ANG MO KIO,3 ROOM,172,ANG MO KIO AVE 4,01 TO 03,60.0,Improved,1986,275000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,id_duplicate,S1723106A
2015-06-01,ANG MO KIO,2 ROOM,406,ANG MO KIO AVE 10,04 TO 06,44.0,Improved,1979,230000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,id_duplicate,S4062306A
2015-06-01,ANG MO KIO,3 ROOM,445,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,306000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,id_duplicate,S4453106A
2015-06-01,ANG MO KIO,3 ROOM,178,ANG MO KIO AVE 4,04 TO 06,82.0,New Generation,1981,360000.0,Jan2015-Dec2016 (Registration),64.0,53,6,53 years 06 months,id_duplicate,S1783106A
2015-06-01,ANG MO KIO,3 ROOM,646,ANG MO KIO AVE 6,01 TO 03,75.0,New Generation,1980,335000.0,Jan2015-Dec2016 (Registration),64.0,52,6,52 years 06 months,id_duplicate,S6463106A
2015-06-01,BEDOK,3 ROOM,40,CHAI CHEE AVE,04 TO 06,65.0,Improved,1974,287000.0,Jan2015-Dec2016 (Registration),57.0,46,6,46 years 06 months,id_duplicate,S0403106B
2015-06-01,BEDOK,4 ROOM,543,BEDOK NTH ST 3,04 TO 06,92.0,New Generation,1980,396000.0,Jan2015-Dec2016 (Registration),64.0,52,6,52 years 06 months,id_duplicate,S5434106B
2015-06-01,BEDOK,4 ROOM,93,BEDOK NTH AVE 4,01 TO 03,92.0,New Generation,1979,390000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,id_duplicate,S0934106B
2015-06-01,BEDOK,5 ROOM,717,BEDOK RESERVOIR RD,04 TO 06,140.0,Model A-Maisonette,1984,555000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,id_duplicate,S7175606B
2015-06-01,BEDOK,5 ROOM,139,BEDOK NTH AVE 3,01 TO 03,117.0,Standard,1979,485000.0,Jan2015-Dec2016 (Registration),62.0,51,6,51 years 06 months,id_duplicate,S1395606B
2015-06-01,BEDOK,5 ROOM,111,BEDOK NTH RD,01 TO 03,117.0,Standard,1978,468000.0,Jan2015-Dec2016 (Registration),62.0,50,6,50 years 06 months,id_duplicate,S1115606B
2015-06-01,BEDOK,5 ROOM,101,BEDOK RESERVOIR RD,10 TO 12,123.0,Improved,1985,460000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,id_duplicate,S1015606B
2015-06-01,BEDOK,4 ROOM,37,BEDOK STH AVE 2,01 TO 03,84.0,Improved,1977,362000.0,Jan2015-Dec2016 (Registration),61.0,49,6,49 years 06 months,id_duplicate,S0374106B
2015-06-01,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,10 TO 12,67.0,New Generation,1979,312000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,id_duplicate,S5213106B
2015-06-01,BEDOK,3 ROOM,59,CHAI CHEE RD,07 TO 09,75.0,Model A,1984,310000.0,Jan2015-Dec2016 (Registration),67.0,56,6,56 years 06 months,id_duplicate,S0593106B
2015-06-01,BEDOK,3 ROOM,530,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1979,310000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,id_duplicate,S5303106B
2015-06-01,BEDOK,3 ROOM,528,BEDOK NTH ST 3,10 TO 12,68.0,New Generation,1979,307000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,id_duplicate,S5283106B
2015-06-01,BEDOK,3 ROOM,126,BEDOK NTH ST 2,01 TO 03,67.0,New Generation,1978,305000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S1263106B
2015-06-01,BEDOK,3 ROOM,503,BEDOK NTH ST 3,04 TO 06,59.0,Improved,1978,298000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,id_duplicate,S5033106B
2015-06-01,BEDOK,3 ROOM,401,BEDOK NTH AVE 3,10 TO 12,67.0,New Generation,1979,320000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,id_duplicate,S4013106B
2015-06-01,HOUGANG,5 ROOM,984B,BUANGKOK LINK,01 TO 03,110.0,Improved,2004,412000.0,Jan2015-Dec2016 (Registration),87.0,76,6,76 years 06 months,id_duplicate,S9845006H
2015-06-01,HOUGANG,4 ROOM,943,HOUGANG ST 92,04 TO 06,101.0,Model A,1998,373000.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,id_duplicate,S9434006H
2015-06-01,HOUGANG,4 ROOM,142,LOR AH SOO,04 TO 06,103.0,Model A,1984,418000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,id_duplicate,S1424006H
